Silver Chest,chest-silver.png,AgACAgQAAxkBAANxXoinww3WSHHWrGqZnCh8hbladXUAAhKzMRtkYEBQJlTr_CJah4zGKrYbAAQBAAMCAANtAAPsFQUAARgE
Golden Chest,chest-golden.png,AgACAgQAAxkBAANyXoipjGHGZ2cX8Y7h_wabQKhT3Z4AAhWzMRtkYEBQJDQRsA5AMq8ijKAbAAQBAAMCAANtAAPjYQkAARgE
Giant Chest,chest-giant.png,AgACAgQAAxkBAANzXoiprYmSpA0akHRY2dRr0Ia44FUAAhazMRtkYEBQOT-oKNUHtAOFgKAbAAQBAAMCAANtAAOdagkAARgE
Epic Chest,chest-epic.png,AgACAgQAAxkBAAN0XoipvkXdB4juZ6JOo8aeFaqUs6sAAhezMRtkYEBQiq1X28eEKQnIrt4hXQADAQADAgADbQADfkcCAAEYBA
Magical Chest,chest-magical.png,AgACAgQAAxkBAAN1Xoip7OJ79wABpEdM0xhEogGGqPPZAAIYszEbZGBAUAe9FqUwDpLUzgbfIl0AAwEAAwIAA20AAz1jAAIYBA
Legendary Chest,chest-legendary.png,AgACAgQAAxkBAAN2XoiqBqguDZ0UQa4EOyekYfFzo_UAAhmzMRtkYEBQ3KW6iW3i9EfdddoiXQADAQADAgADbQADqmQAAhgE
Mega Lightning Ches,chest-megalightning.png,AgACAgQAAxkBAAN3XoiqIopz99BM1plQ2yb_3In1qvAAAhqzMRtkYEBQsx546nZuahKCjf0iXQADAQADAgADbQAD5mIAAhgE
